NU_ANO_CENSO,NO_REGIAO_IES,CO_REGIAO_IES,NO_UF_IES,SG_UF_IES,CO_UF_IES,NO_MUNICIPIO_IES,CO_MUNICIPIO_IES,IN_CAPITAL_IES,NO_MESORREGIAO_IES,CO_MESORREGIAO_IES,NO_MICRORREGIAO_IES,CO_MICRORREGIAO_IES,TP_ORGANIZACAO_ACADEMICA,TP_CATEGORIA_ADMINISTRATIVA,NO_MANTENEDORA,CO_MANTENEDORA,CO_IES,NO_IES,SG_IES,DS_ENDERECO_IES,DS_NUMERO_ENDERECO_IES,DS_COMPLEMENTO_ENDERECO_IES,NO_BAIRRO_IES,NU_CEP_IES,QT_TEC_TOTAL,QT_TEC_FUNDAMENTAL_INCOMP_FEM,QT_TEC_FUNDAMENTAL_INCOMP_MASC,QT_TEC_FUNDAMENTAL_COMP_FEM,QT_TEC_FUNDAMENTAL_COMP_MASC,QT_TEC_MEDIO_FEM,QT_TEC_MEDIO_MASC,QT_TEC_SUPERIOR_FEM,QT_TEC_SUPERIOR_MASC,QT_TEC_ESPECIALIZACAO_FEM,QT_TEC_ESPECIALIZACAO_MASC,QT_TEC_MESTRADO_FEM,QT_TEC_MESTRADO_MASC,QT_TEC_DOUTORADO_FEM,QT_TEC_DOUTORADO_MASC,IN_ACESSO_PORTAL_CAPES,IN_ACESSO_OUTRAS_BASES,IN_ASSINA_OUTRA_BASE,IN_REPOSITORIO_INSTITUCIONAL,IN_BUSCA_INTEGRADA,IN_SERVICO_INTERNET,IN_PARTICIPA_REDE_SOCIAL,IN_CATALOGO_ONLINE,QT_PERIODICO_ELETRONICO,QT_LIVRO_ELETRONICO,QT_DOC_TOTAL,QT_DOC_EXE,QT_DOC_EX_FEMI,QT_DOC_EX_MASC,QT_DOC_EX_SEM_GRAD,QT_DOC_EX_GRAD,QT_DOC_EX_ESP,QT_DOC_EX_MEST,QT_DOC_EX_DOUT,QT_DOC_EX_INT,QT_DOC_EX_INT_DE,QT_DOC_EX_INT_SEM_DE,QT_DOC_EX_PARC,QT_DOC_EX_HOR,QT_DOC_EX_0_29,QT_DOC_EX_30_34,QT_DOC_EX_35_39,QT_DOC_EX_40_44,QT_DOC_EX_45_49,QT_DOC_EX_50_54,QT_DOC_EX_55_59,QT_DOC_EX_60_MAIS,QT_DOC_EX_BRANCA,QT_DOC_EX_PRETA,QT_DOC_EX_PARDA,QT_DOC_EX_AMARELA,QT_DOC_EX_INDIGENA,QT_DOC_EX_COR_ND,QT_DOC_EX_BRA,QT_DOC_EX_EST,QT_DOC_EX_COM_DEFICIENCIA
2010,Sudeste,3,São Paulo,SP,35,Capivari,3510401,0,Piracicaba,6,Piracicaba,28,3,5,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE - CNEC,407,625,FACULDADE CENECISTA DE CAPIVARI,FACECAP,Rua Barão do Rio Branco,374,,Centro,13360000,14,0,0,0,0,5,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,28,28,15,13,0,0,4,22,2,4,3,1,9,15,3,7,3,4,4,2,4,1,27,0,0,0,0,1,28,0,0
2010,Sudeste,3,São Paulo,SP,35,Piraju,3538808,0,Assis,10,Ourinhos,40,3,4,ORGANIZAÇÃO PIRAJUENSE DE EDUCAÇÃO E CULTURA S/C LTDA.,182,256,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE PIRAJU",FAFIP,Rua João Hailer,408,,Centro,18800000,11,1,0,0,0,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,23,13,10,0,4,10,8,1,0,0,0,1,22,5,6,0,5,4,0,1,2,14,1,0,0,0,8,23,0,0
2010,Sudeste,3,Rio de Janeiro,RJ,33,Rio de Janeiro,3304557,1,Metropolitana do Rio de Janeiro,6,Rio de Janeiro,18,1,5,SOCIEDADE BRASILEIRA DE INSTRUÇÃO,134,1153,UNIVERSIDADE CÂNDIDO MENDES,UCAM,Rua da Assembléia,10,Sala 4208,Centro,20011901,829,34,72,24,52,187,173,137,99,20,18,5,6,1,1,1,1,0,0,0,0,0,0,0,0,784,695,263,432,0,190,140,268,97,244,0,244,99,352,28,92,106,98,121,84,57,109,544,9,61,9,2,36,693,2,0
2010,Sudeste,3,São Paulo,SP,35,Hortolândia,3519071,0,Campinas,7,Campinas,32,3,5,INSTITUTO EDUCACIONAL DO ESTADO DE SAO PAULO - IESP,289,886,FACULDADE DE HORTOLÂNDIA,FACH,Avenida Santana,1070,,Jardim Amanda I,13188021,27,0,0,2,4,5,6,4,2,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,40,39,13,26,0,0,19,16,4,4,0,4,13,22,7,7,9,4,5,4,2,1,28,0,0,0,0,9,39,0,0
2010,Sudeste,3,São Paulo,SP,35,Taubaté,3554102,0,Vale do Paraíba Paulista,13,São José dos Campos,50,1,3,UNIVERSIDADE DE TAUBATÉ,437,665,UNIVERSIDADE DE TAUBATÉ,UNITAU,Rua Quatro de Março,432,,Centro,12020270,755,21,78,22,56,124,137,169,74,42,12,7,8,3,2,1,1,0,0,0,0,0,0,0,0,655,635,275,360,0,20,104,265,246,259,0,259,321,55,9,55,77,115,110,115,81,73,598,0,3,0,0,17,630,5,0
2010,Centro-Oeste,5,Mato Grosso do Sul,MS,50,Campo Grande,5002704,1,Centro Norte de Mato Grosso do Sul,2,Campo Grande,4,1,5,MISSÃO SALESIANA DE MATO GROSSO,270,387,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,"Av. Tamandaré,  6000, Jardim Seminário.",6000,,Jardim Seminário,79117900,529,37,29,44,24,125,102,82,38,31,11,3,2,1,0,1,1,0,0,0,0,0,0,0,0,319,316,155,161,1,8,66,162,79,126,0,126,157,33,18,59,61,50,45,29,26,28,121,1,9,5,0,168,314,2,2
2010,Sul,4,Santa Catarina,SC,42,São José,4216602,0,Grande Florianópolis,5,Florianópolis,16,3,5,ASSOCIAÇÃO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,847,1267,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,IESGF,Rua Vereador Walter Borges,424,,Campinas,88101030,68,3,0,1,0,36,18,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,67,22,45,0,6,27,28,6,37,0,37,25,5,8,24,16,8,3,3,1,4,61,0,0,0,0,3,66,1,0
2010,Sudeste,3,Rio de Janeiro,RJ,33,Resende,3304201,0,Sul Fluminense,5,Vale do Paraíba Fluminense,11,3,5,ASSOCIAÇÃO EDUCACIONAL DOM BOSCO,327,1081,FACULDADE DE ENGENHARIA DE RESENDE,FER,Estrada Resende Riachuelo,2535,,Campo da Aviação,27511971,48,0,0,0,0,10,5,15,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,48,12,36,0,4,9,27,8,7,0,7,19,22,4,6,7,10,9,6,2,4,23,0,3,0,0,19,48,0,0
2010,Sudeste,3,Minas Gerais,MG,31,Araxá,3104007,0,Triângulo Mineiro/Alto Paranaíba,5,Araxá,23,2,5,FUNDAÇÃO CULTURAL DE ARAXÁ,78,1575,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,UNIARAXÁ,Av. Ministro Olavo Drummond,5,CAMPUS UNIVERSITÁRIO,SÃO GERALDO,38180084,126,7,6,8,7,19,17,25,9,9,16,2,1,0,0,1,1,0,0,0,0,0,0,0,0,149,149,70,79,0,0,86,51,12,38,0,38,47,64,22,34,23,24,22,9,7,8,133,4,5,3,0,1,149,0,0
2010,Sul,4,Santa Catarina,SC,42,Joinville,4209102,0,Norte Catarinense,2,Joinville,8,1,5,FUNDAÇÃO EDUCACIONAL DA REGIÃO DE JOINVILLE,65,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,UNIVILLE,Rua Paulo Malschitzki,10,,Campus Universitário - Zona Industrial,89219710,339,18,9,8,2,87,33,87,34,43,8,7,3,0,0,1,1,0,0,0,0,0,0,0,0,596,575,249,326,0,0,190,293,92,197,0,197,240,138,40,67,93,87,103,80,58,47,211,0,1,0,0,356,572,3,2
2010,Sudeste,3,Minas Gerais,MG,31,Diamantina,3121605,0,Jequitinhonha,3,Diamantina,10,1,1,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,9088,596,UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI,UFVJM,Rua da Glória,187,Campus I,Centro,39100000,284,0,0,0,2,29,43,48,51,69,35,3,3,0,1,1,0,0,0,0,0,0,0,0,0,438,438,208,230,0,26,11,188,213,356,356,0,0,82,75,122,93,75,41,19,9,4,217,5,43,2,0,32,438,0,0
2010,Sudeste,3,Rio de Janeiro,RJ,33,Rio de Janeiro,3304557,1,Metropolitana do Rio de Janeiro,6,Rio de Janeiro,18,1,4,ANTARES EDUCACIONAL LTDA,121,165,UNIVERSIDADE VEIGA DE ALMEIDA,UVA,Rua Ibituruna,108,,Tijuca,20271901,619,1,4,3,22,98,137,200,127,8,8,2,5,2,2,0,0,0,0,0,0,0,0,0,0,634,634,303,331,0,38,138,318,140,228,0,228,168,238,20,63,85,104,115,84,64,99,537,17,48,4,1,24,634,0,2
2010,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,Metropolitana de Recife,5,Recife,17,1,1,MINISTÉRIO DA EDUCAÇÃO,391,580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Av. Prof. Moraes Rego,1.235,,Cidade Universitária,50670901,3787,2,23,135,142,886,918,232,137,779,289,135,63,29,17,1,1,0,0,0,0,0,0,0,0,2531,2472,1155,1317,0,384,61,445,1582,2122,1797,325,350,0,184,300,332,284,348,292,356,376,18,0,7,0,0,2438,2455,17,0
2010,Sudeste,3,Minas Gerais,MG,31,Belo Horizonte,3106200,1,Metropolitana de Belo Horizonte,7,Belo Horizonte,30,3,4,INSTITUTO BRASILEIRO PARA O DESENVOLVIMENTO SUSTENTÁVEL LTDA.,1093,1667,FACULDADE INTERNACIONAL DE CIÊNCIAS EMPRESARIAIS,FICE,Rua Sergipe,1000,,Funcionários,30130175,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2010,Sul,4,Paraná,PR,41,Curitiba,4106902,1,Metropolitana de Curitiba,10,Curitiba,37,3,2,"GOVERNO DO ESTADO DO PARANÁ - SECRETARIA ESTADUAL DE CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR",37,558,FACULDADE DE ARTES DO PARANÁ,FAP,RUA DOS FUNCIONÁRIOS,1357,,BAIRRO CABRAL,80035050,29,1,0,0,2,4,2,6,4,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,114,111,71,40,0,1,24,68,18,98,54,44,13,0,7,8,11,23,23,20,4,15,101,1,3,0,0,4,111,0,0
2010,Nordeste,2,Bahia,BA,29,Salvador,2927408,1,Metropolitana de Salvador,5,Salvador,21,1,5,ASSOCIAÇÃO UNIVERSITÁRIA E CULTURAL DA BAHIA,360,519,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,Praça Ana Nery,s/n,,Nazaré,40040220,494,18,55,26,45,133,93,77,24,13,7,3,0,0,0,1,1,0,0,0,0,0,0,0,0,546,525,230,295,1,62,162,218,82,185,3,182,63,277,0,11,36,43,71,41,71,252,230,21,134,6,0,94,516,9,1
2010,Sul,4,Rio Grande do Sul,RS,43,Alvorada,4300604,0,Metropolitana de Porto Alegre,5,Porto Alegre,26,3,5,COMUNIDADE EVANGÉLICA LUTERANA SÃO MARCOS,1055,1607,FACULDADE LUTERANA SÃO MARCOS,FALSM,Rua Dr. Mario Totta,260,,Vila Agritter,94820400,11,0,0,1,1,2,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,22,8,14,0,3,3,16,0,1,0,1,5,16,0,1,8,8,2,2,0,1,20,1,0,0,0,0,22,0,0
2010,Sudeste,3,São Paulo,SP,35,Mirassol,3530300,0,São José do Rio Preto,1,São José do Rio Preto,4,3,4,SOCIEDADE MANTENEDORA DE ENSINO SUPERIOR DE MIRASSOL,775,1118,UNIÃO DAS ESCOLAS DO GRUPO FAIMI DE EDUCAÇÃO,FAIMI,Avenida Luis Fernando Moreira,1005,,Jardim São José,15130000,40,0,1,3,1,5,2,11,4,2,1,1,4,3,2,0,1,0,0,0,0,0,0,0,0,95,86,43,43,0,0,32,41,13,11,0,11,51,24,9,19,18,12,10,8,7,3,60,1,3,0,0,6,86,0,2
2010,Sudeste,3,Rio de Janeiro,RJ,33,Rio de Janeiro,3304557,1,Metropolitana do Rio de Janeiro,6,Rio de Janeiro,18,3,5,SOCIEDADE DE ENSINO SUPERIOR PINHEIRO GUIMARÃES,520,764,FACULDADE PINHEIRO GUIMARÃES,FAPG,RUA SILVEIRA MARTINS,151/153,,CATETE,22221000,7,0,0,0,0,2,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,18,7,11,0,0,5,12,1,0,0,0,0,18,0,5,2,3,5,3,0,0,9,0,2,0,0,3,18,0,0
2010,Sudeste,3,São Paulo,SP,35,Jaguariúna,3524709,0,Campinas,7,Campinas,32,3,5,INSTITUTO EDUCACIONAL JAGUARY,982,1490,FACULDADE DE JAGUARIÚNA,FAJ,Rua Amazonas,504,,Jardim Dom Bosco,13820000,170,4,3,3,7,32,15,48,26,8,4,4,5,7,4,1,0,0,0,0,0,0,0,0,0,323,323,149,174,0,2,117,143,61,54,0,54,94,175,29,81,65,50,44,33,16,5,0,0,0,0,0,303,323,0,0
2010,Sudeste,3,Espírito Santo,ES,32,Vitória,3205309,1,Central Espírito-santense,3,Vitória,9,3,5,INSTITUTO BATISTA DE EDUCAÇÃO DE VITÓRIA,742,1064,FACULDADE BATISTA DE VITÓRIA,FABAVI,Rua Joaquim Leopoldino Lopes,230,,Consolação,29045580,43,0,0,4,3,13,5,9,6,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,34,34,9,25,0,0,8,20,6,13,1,12,3,18,4,7,6,6,4,1,4,2,27,0,4,0,0,0,34,0,0
2010,Sudeste,3,São Paulo,SP,35,Boituva,3507001,0,Itapetininga,11,Tatuí,43,3,5,FACULDADES INTEGRADAS BRASILEIRAS,1017,1545,INSTITUTO DE EDUCAÇÃO SUPERIOR DE BOITUVA,FIB,Rodovia Sp 129,Km 14,,Campo de Boituva,18550000,18,3,3,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,13,41,0,5,26,20,3,0,0,0,11,43,1,7,13,8,6,7,5,7,48,0,1,1,0,2,54,0,0
2010,Sul,4,Santa Catarina,SC,42,Tubarão,4218707,0,Sul Catarinense,6,Tubarão,18,1,5,FUNDAÇÃO UNIVERSIDADE DO SUL DE SANTA CATARINA,340,494,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,"Av. José Acácio Moreira, 787, Dehon.",787,Campus Universitário,Dehon,88704900,1003,7,17,5,9,306,211,207,79,66,31,41,21,2,1,1,1,0,0,0,0,0,0,0,0,1457,1307,619,688,0,106,410,582,209,454,0,454,141,712,50,214,258,211,226,146,100,102,1233,9,1,0,0,61,1287,20,0
2010,Nordeste,2,Paraíba,PB,25,João Pessoa,2507507,1,Mata Paraibana,4,João Pessoa,22,3,4,SOCIEDADE DE ENSINO SUPERIOR DA PARAÍBA LTDA,750,1075,INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA,IESP,Avenida João Maurício,1819,,BESSA,58037010,52,0,2,0,0,11,18,7,8,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,173,173,69,104,0,20,68,76,9,29,0,29,47,97,22,56,39,14,15,12,5,10,0,0,0,0,0,172,172,1,0
2010,Nordeste,2,Bahia,BA,29,Ilhéus,2913606,0,Sul Baiano,7,Ilhéus-Itabuna,31,1,2,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,24,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,KM 16 DA RODOVIA ILHÉUS ITABUNA,S/N,,Salobrinho,45662900,407,3,35,2,14,93,81,84,43,22,18,7,4,0,1,1,1,0,0,0,0,0,0,0,0,748,641,296,345,0,38,86,298,219,615,246,369,26,0,16,76,119,118,115,71,61,65,3,0,3,0,0,630,615,26,1
2010,Sudeste,3,São Paulo,SP,35,Sorocaba,3552205,0,Macro Metropolitana Paulista,12,Sorocaba,46,3,2,GOVERNO DO ESTADO DE SÃO PAULO/CENTRO ESTADUAL DE EDUCAÇÃO TECNOLÓGICA PAULA SOUZA,33,33,FACULDADE DE TECNOLOGIA DE SOROCABA,FATEC SO,AVENIDA ENGENHEIRO CARLOS REINALDO MENDES,2.015,,ALTO DA BOA VISTA,18013280,77,4,7,1,3,18,9,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,117,25,92,0,29,15,51,22,21,21,0,0,96,4,7,12,17,23,22,19,13,72,2,4,1,0,20,117,0,0
2010,Sudeste,3,São Paulo,SP,35,Mairiporã,3528502,0,Metropolitana de São Paulo,15,Franco da Rocha,58,3,5,INSTITUTO MAIRIPORÃ DE ENSINO SUPERIOR,788,1144,FACULDADE DE CIÊNCIAS HUMANAS,IMENSU,AV. THOMAZ RODRIGUES DA CRUZ,1113,,BARREIRO,7600000,7,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,47,47,18,29,0,0,13,27,7,0,0,0,5,42,0,7,5,13,6,8,1,7,37,0,3,1,0,3,47,0,0
2010,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,Metropolitana de Recife,5,Recife,17,1,5,CENTRO DE EDUCAÇÃO TÉCNICA E CULTURAL,11,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Rua do Príncipe,526,Campus Universitário,Boa Vista,50050900,423,2,18,1,13,60,89,96,78,38,19,2,6,0,1,1,1,0,0,0,0,0,0,0,0,498,470,199,271,0,47,71,214,138,152,0,152,24,294,14,32,50,45,72,65,56,136,299,10,107,1,1,38,469,1,5
2010,Sudeste,3,Minas Gerais,MG,31,Muriaé,3143906,0,Zona da Mata,12,Muriaé,63,3,5,ASSOCIAÇÃO SANTA MARCELINA,303,435,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SANTA MARCELINA,FAFISM,Praça Annina Bisegna,40,,Centro,36880000,24,4,1,3,0,3,1,4,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,52,51,33,18,0,0,18,27,6,10,0,10,33,8,8,10,5,4,5,7,3,9,44,0,5,0,0,0,51,0,2
2010,Nordeste,2,Paraíba,PB,25,João Pessoa,2507507,1,Mata Paraibana,4,João Pessoa,22,3,5,ASSOCIAÇÃO PARAIBANA DE ENSINO RENOVADO,588,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,INPER,Rua Afonso Barbosa,2011,,Jardim Marizópolis,58033450,55,1,4,2,0,15,10,14,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,172,118,62,56,0,0,57,59,2,14,1,13,44,60,11,31,31,16,10,9,5,5,10,0,4,0,0,19,118,0,0
2010,Nordeste,2,Ceará,CE,23,Fortaleza,2304400,1,Metropolitana de Fortaleza,3,Fortaleza,16,1,5,FUNDAÇÃO EDSON QUEIROZ,386,555,UNIVERSIDADE DE FORTALEZA,UNIFOR,Avenida Washington Soares,1321,,Edson Queiroz,60811905,1355,11,96,18,71,263,575,186,98,5,1,27,4,0,0,1,1,0,0,0,0,0,0,0,0,1166,1121,581,540,0,11,233,633,244,456,0,456,348,317,50,143,195,194,195,145,101,98,603,5,268,9,3,20,1114,7,6
2010,Sul,4,Santa Catarina,SC,42,Blumenau,4202404,0,Vale do Itajaí,4,Blumenau,12,1,3,FUNDAÇÃO UNIVERSIDADE REGIONAL DE BLUMENAU,60,76,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,Rua Antonio da Veiga,140,,Victor Konder,89012900,562,19,13,6,21,74,106,116,89,52,34,14,17,1,0,1,1,0,0,0,0,0,0,0,0,909,885,381,504,0,59,228,386,212,275,32,243,12,598,61,140,145,149,145,117,77,51,867,6,0,2,0,9,863,22,2
2010,Sudeste,3,São Paulo,SP,35,Bauru,3506003,0,Bauru,4,Bauru,20,3,5,INSTITUIÇÃO TOLEDO DE ENSINO,700,997,Centro Universitário de Bauru,,Praça Nove de Julho,jan/51,Térreo,Vila Pacífico,17050790,80,0,3,9,7,11,6,25,3,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,117,116,26,90,0,7,23,61,25,10,0,10,61,45,5,6,23,14,21,17,12,18,108,0,0,3,0,0,115,1,0
2010,Nordeste,2,Pernambuco,PE,26,Recife,2611606,1,Metropolitana de Recife,5,Recife,17,3,5,ASSOCIAÇÃO RECIFENSE DE EDUCAÇÃO E CULTURA,284,410,FACULDADE DE CIÊNCIAS HUMANAS ESUDA,FCHE,Rua Almeida Cunha,100,,Santo Amaro,50050480,117,7,9,3,2,35,17,27,4,7,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,100,100,46,54,0,0,47,51,2,13,0,13,25,62,3,13,16,23,19,8,7,11,57,0,19,0,0,21,99,1,0
2010,Nordeste,2,Bahia,BA,29,Salvador,2927408,1,Metropolitana de Salvador,5,Salvador,21,3,4,ASSOCIAÇÃO EDUCACIONAL UNYAHNA S/C,736,1123,INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR,IESUS,Rua Bicuiba,S/N,Alameda Patamares,Patamares,41680440,47,0,3,5,7,6,12,6,2,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,53,34,8,26,0,0,20,11,3,4,0,4,10,20,4,7,14,3,1,0,2,3,4,0,9,2,0,14,33,1,0
