NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
210058061546,2023,3,F,1,1,1,1,1,1,,0,,,,,,,,2507507,João Pessoa,25,PB,1,1,1,1,1222.0,1191.0,1201.0,1212.0,542.0,546.4,533.5,444.8,CECADADACECEBCADBEDEDEDDCDEAEECDDBDEEACBEBDBA,DEAADBACACEEAADECADBEBCDCEBADCDEEAADCCBBDBBDB,BDDBBAEAAEBCCDBAEDDEDABACBDCAACDAAAACADCBEAAE,CCDDBEBADDBCDBDCDACCDECACBCEABBEDDDBCDBEAECEC,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,140.0,140.0,100.0,120.0,100.0,600.0,C,G,C,A,4,C,A,C,C,A,B,B,B,B,A,A,A,A,B,A,A,C,A,B,B
210059982331,2023,11,F,1,3,1,1,6,1,,0,,,,,,,,1600600,Santana,16,AP,1,1,1,1,1223.0,1194.0,1203.0,1213.0,393.0,501.7,511.6,349.0,CBECCACDDBEBBEBCEABBBDADEBAECCDBEBDBCCBEDEBBC,ABBDCCCBCDBECBBCADEBDDECAAACBDDEDDCCEADCCAEDC,AABACCAECBBEAECBBBCAECAEACBAECDBBBDCBAEDCACBC,CAEADEADBDDCEDCBAECCDBADBBDBEBECBBDABDBDCBDBD,1,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,100.0,120.0,120.0,120.0,60.0,520.0,C,D,A,A,1,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210060376442,2023,3,F,1,1,1,1,1,1,,0,,,,,,,,2903201,Barreiras,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,C,A,B,4,C,A,B,C,B,B,B,B,B,A,A,A,A,B,A,A,D,A,A,B
210059246996,2023,3,F,1,1,1,2,0,2,1.0,0,,,,,,,,3204559,Santa Maria de Jetibá,32,ES,1,1,1,1,1221.0,1193.0,1204.0,1211.0,505.1,567.3,548.1,541.8,EBEBBCBCCDBAEBCADBAABEDABBADCEAEBBEEDCDBCDBAC,ACEEABDECCDADDEACCEABCCEEBCDAADABDAAEEBDACDBE,ADBABCAADBCDDABEEADBBBBCEAAECCEAABEBBEBCEDAED,CCBDCEBDEBEBDEACAEECDCBCADEAEBDBACACCCEECACBC,1,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1.0,160.0,200.0,160.0,200.0,200.0,920.0,B,B,F,B,3,C,A,B,D,A,B,B,B,A,A,B,A,A,B,B,A,D,A,B,B
210060811467,2023,8,F,1,3,1,1,6,1,,0,,,,,,,,2800308,Aracaju,28,SE,1,1,1,1,1222.0,1191.0,1201.0,1212.0,512.7,518.2,541.3,493.0,ACBDECBAADCBBDCABEDEABDCCBEAEEADDBEBDCAEECBEA,CEAEECACDABADCDEBACBADCBCADEDCDCBABACCBDCADDB,AADEACEAADDCBBBADBDEDCAEBACCBDCABCAAEABDCBAAE,DBCAEEACDBACDCBDBEACBADABCEDBDACCEDADEDDADEEC,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,120.0,120.0,120.0,120.0,120.0,600.0,D,D,C,A,1,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210058061537,2023,4,M,1,3,1,1,1,1,,0,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1221.0,1193.0,1204.0,1211.0,542.5,554.1,535.2,638.2,DBBBDCECBCCBEBECAACDDEDAACCCDEEAACDDBCDDACDDB,ACDCEBBBACBEDDEABCAABCBCCBCBDADBBBDDDCADBBD.D,DBDBCCBADECDDDACDADBBCBCDBAECBECABDCBECAECADD,BCDDABCBCEADAEADBEACACBDDAEECBCACDDCBBEDCCADC,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1.0,120.0,200.0,160.0,200.0,180.0,860.0,E,E,F,D,2,D,A,B,C,A,A,B,B,A,A,B,A,A,B,A,B,C,A,B,B
210059388102,2023,4,F,1,3,1,1,1,1,,0,,,,,,,,2309458,Ocara,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,B,A,3,B,A,B,D,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210061234981,2023,7,M,4,1,1,1,4,1,,0,,,,,,,,2301109,Aracati,23,CE,1,1,1,1,1222.0,1191.0,1201.0,1212.0,494.5,590.2,617.4,503.4,AADCECDACBCBEABDBEBEADEBCBDADBADEBDBDCBADBCBE,EDBECABBDACEAAEECBCAABCCDABAABAEBECBBCEDEBADE,ADEBDDCAEEDCEBBADCDEDCCEBDACABCABDAACACBBEEAE,CEBABDCBDADDEDACDDCCBEDDCABBBBCDACCDDDDDEDAEE,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,120.0,120.0,120.0,100.0,100.0,560.0,C,C,B,A,2,B,A,B,C,A,A,B,B,A,A,A,A,A,C,A,A,C,A,B,B
210059589794,2023,9,M,1,3,1,1,5,1,,0,,,,,,,,1600600,Santana,16,AP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,C,B,5,B,D,B,C,A,A,B,A,B,A,A,A,A,B,A,A,E,A,A,B
210061348799,2023,3,F,1,1,2,2,0,2,1.0,0,,,,,,,,2302701,Campos Sales,23,CE,1,1,1,1,1221.0,1193.0,1204.0,1211.0,520.4,593.1,575.3,548.3,DBDCCCEECABABEACECBBEACDDBADCEECBBCBECBDADADE,ACEECACADCDABDEADCBAECDCEBCBDBCEBAEAEBBDDCEAD,CEBABABBDEAAEAAADADDCDACCBACCCDEADDBBEBBACEED,BAECCEAEEADBDEDBACEBABBAABDDDCCCDEAEDBDEACBCC,1,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1.0,160.0,200.0,160.0,180.0,200.0,900.0,B,D,B,B,2,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
210061244803,2023,4,F,1,3,1,1,1,1,,0,,,,,,,,1501402,Belém,15,PA,1,1,1,1,1221.0,1193.0,1204.0,1211.0,416.1,529.3,545.9,384.3,EBDBBCBADDBAECECEBADAEDAEBCAECCDBBCEDABBDAAAD,DCEEDAAECBDAAECDBDAEECDCEDBBDAAEBADADCCBBCDDE,BDBADABEDACDCBAECADBDEABCEACCAEEBDABBEBBECBEE,CECCDABCDDECDDBCDAEBCEDDACABCCEBCDACDECCAECCD,1,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1.0,120.0,120.0,120.0,120.0,40.0,520.0,H,E,F,B,7,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,B,E,A,A,B
210059246980,2023,3,M,1,4,1,2,0,2,1.0,0,2304400.0,Fortaleza,23.0,CE,2.0,1.0,1.0,2304400,Fortaleza,23,CE,1,1,1,1,1223.0,1194.0,1203.0,1213.0,399.5,357.0,474.9,493.4,DDBABACEABABCBDCDBBDBCEAEBADBCCBADBBCCEDDBDDD,DEDBEBEBCDDEABEAECDDAAEEADDACEDAEDEEECDDEEECE,DBBBDDAEDCCECBBABBEEBBEDEDCEECEAEACEBEEEEECAC,BADACDDABDDACDCACCCDDCACADADCBABBCACBCADACDAC,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,140.0,120.0,120.0,120.0,40.0,540.0,D,G,C,D,4,C,A,B,E,B,A,B,B,B,B,B,A,A,D,A,A,E,A,A,B
210059602766,2023,6,F,1,1,1,1,2,1,,0,,,,,,,,1501402,Belém,15,PA,1,1,1,1,1222.0,1191.0,1201.0,1212.0,476.7,588.7,555.6,590.2,CEEBADDACECDABBACBDAEAEBDCDAEABBECADAECADCEEC,CDAEBCCABAAEEBDECBDAABECCABADCDECBBABEEDBBDDE,CCEABCBCEEDCDDBADABBDCBECBECCACCDDAACDBBBEAEE,ACEDEBDBCBDCAEDBDBCCCEADADAEBDBBCCEDEEDAAEDEB,0,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,160.0,200.0,120.0,140.0,160.0,780.0,C,E,B,B,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210059246995,2023,4,F,1,1,1,1,1,1,,0,,,,,,,,5300108,Brasília,53,DF,1,1,1,1,1223.0,1194.0,1203.0,1213.0,585.5,626.3,593.8,487.1,CCDACDBCECBBBADDEEDABCDDEBCEBADEBEECCBADBEADC,ABCDCBCACDCEACEECBEBDBCBBEEEBDDBCDCCDADCDAADE,DCBBAAAEEBBEAACBCBBDAEBCEDCAEDEDADAEBEEDDACBC,EDDCCDEABDDBBDBDEBABBCACBDECDEABEADDCEBDCAADA,0,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,160.0,140.0,160.0,160.0,160.0,780.0,C,E,C,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,E,A,A,B
210059085160,2023,7,F,1,3,1,1,5,1,,0,,,,,,,,1200401,Rio Branco,12,AC,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,A,B,3,E,A,B,D,B,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
210058575143,2023,11,F,3,1,1,1,11,1,,0,,,,,,,,3205200,Vila Velha,32,ES,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,B,F,C,2,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210061337623,2023,12,M,1,1,1,1,13,1,,0,,,,,,,,2304400,Fortaleza,23,CE,1,1,1,1,1223.0,1194.0,1203.0,1213.0,510.5,466.4,409.3,357.1,CDDABEACECDBABCBDABDBEAEDACBBBBEBECCAADABABCD,ADCDBDCBCEBAEDEBBECADBEEDBBCCEDBCDAEAACABCECE,DEACDDABDDBECACAEDCDBADACADAACCEEBABDCDAAABDE,BCABDEDBBDECADCDAACACAADEDBCEEAEAADCBBEDADACD,1,CEDAEEDEECCEBADCCCABBABCAACDDDACDBEABDCDBEABD,ABCDCBDACDAEACEECABADBEABADEBAABCDCABADCDAADE,BDBBABAAAEAAECBBEAACAAACEACBCACCCEDEDADBDBEEDDACCC,EBDEEBDADDABCCBCCABBADDBDDAEAEABCBEDECADCECCB,1.0,140.0,180.0,140.0,180.0,180.0,820.0,H,B,F,B,2,B,A,C,C,A,A,B,A,B,A,B,A,A,C,A,A,C,A,A,A
210060214124,2023,13,M,1,2,1,1,0,1,,0,,,,,,,,1100122,Ji-Paraná,11,RO,1,1,1,1,1224.0,1192.0,1202.0,1214.0,339.3,425.1,454.0,329.3,ADBEDCBBABCEDBABECAECBDECBAEDCBABCDBDAEEAECEA,DCABEEBBCCACEACBACDEEEBADABEDBBCACDBACBCDEEBC,ABEAACCEADDBEABDACBBAECEACABDCBBCDACCEECBABCD,CAEBEBDCEACBAEBACBACBDCAEBBBEDABADBCEAEBACDBC,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,140.0,160.0,120.0,140.0,120.0,680.0,B,B,A,B,2,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210059589786,2023,1,M,1,1,1,3,0,1,,1,,,,,,,,5211800,Jaraguá,52,GO,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,D,B,C,4,B,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,D,A,A,B
210058954672,2023,7,F,1,2,1,1,5,1,,0,,,,,,,,2927408,Salvador,29,BA,1,1,1,1,1224.0,1192.0,1202.0,1214.0,415.2,513.2,436.0,490.9,CDCBCEBCBABBEBBDDACEAABABCCDDDCACEBDEEEDDEEBA,CAAAEEADCBDBBCECDBCBAECADBAAABABECAAEBCEBBBCD,CECDCDBEAEDABDAAACACBCCEBCAEDCBEEEAABADABBBAE,EEEABDDEEBEECDDDDEDCDCADBADDEEBBCEAEBAAEBCBCB,1,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,120.0,120.0,100.0,100.0,0.0,440.0,E,D,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210060214082,2023,5,F,1,1,1,1,2,1,,0,,,,,,,,3156700,Sabará,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,C,B,B,B,3,E,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210060801597,2023,4,F,2,1,1,1,3,1,,0,,,,,,,,3301702,Duque de Caxias,33,RJ,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,E,E,C,F,5,B,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210061244823,2023,3,M,1,1,1,2,0,2,1.0,0,,,,,,,,3549805,São José do Rio Preto,35,SP,1,1,1,1,1221.0,1193.0,1204.0,1211.0,663.8,636.5,588.2,746.0,DBEEDDABDCDCCEACBCDEAABABAECAEADBCECECEDAEDEB,ACEBADDADCDAADEBBCDABCDCEBCBDDDEBDACEBBDBCDBE,ABBBBAAEDBCDCDAACACBADABCEADEAEEAEBBBBBBACEED,CCCDDBABCBEEEEABECBDABEDDCDADECABDBBBBDAEACCC,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1.0,140.0,140.0,120.0,160.0,160.0,720.0,F,F,D,C,3,D,A,B,C,B,A,B,B,B,A,A,A,B,B,A,B,D,A,B,B
210059085130,2023,8,M,1,3,1,1,5,1,,0,,,,,,,,2408102,Natal,24,RN,1,1,1,1,1221.0,1193.0,1204.0,1211.0,644.9,620.2,626.9,736.3,DBEEBDBBACDCABADCDAACECDBBDECDADBBECDCDDCEAAD,ACEEADAABCBAABEDBCDAECDCDBCBDAEEBDECAADDDCDDE,DBABCCABDECDCDAACADBBDBCBBACCCEEAECBBEBBACAED,BCDDCEEBCDBDAECBAEDDABDDEEDBDECADDACCEECEAACC,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,1.0,140.0,200.0,160.0,160.0,200.0,860.0,F,C,D,B,4,B,A,C,C,A,A,B,A,B,A,B,A,B,B,A,A,E,A,B,B
210058573830,2023,15,F,2,3,1,1,17,1,,0,,,,,,,,3205200,Vila Velha,32,ES,1,1,1,1,1222.0,1191.0,1201.0,1212.0,468.2,532.2,511.6,429.4,CBDBEBCAADCEECBDCECEEBDBCEBADDCDEBDDCCDBECCDA,CAADACEEBCAEAADEBBDDABCDCABCDCBCCDEEEEAEBDBDB,BCCEACACBEDCDDBDEDDAECBEBBDCCAECACBEDADDEECAB,CDDEEBDCABBBDBBCEEBCCDDDCBADCEECCDBEDEDECDBCE,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,120.0,120.0,120.0,120.0,40.0,520.0,B,B,B,B,4,C,A,B,C,A,B,B,A,A,A,B,A,A,D,A,A,E,A,A,B
210061347489,2023,12,M,1,2,1,1,0,1,,0,,,,,,,,3106200,Belo Horizonte,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,B,B,B,5,D,A,C,E,A,A,B,A,B,A,B,A,A,C,A,A,E,B,B,B
210060214101,2023,4,F,1,3,1,1,1,1,,0,,,,,,,,3139409,Manhuaçu,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,D,F,A,B,4,C,A,C,C,B,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
210059527732,2023,12,M,1,3,1,1,12,1,,0,,,,,,,,3170206,Uberlândia,31,MG,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,B,B,2,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,B,A,B
210060376434,2023,1,M,1,1,1,3,0,1,,1,,,,,,,,4115200,Maringá,41,PR,1,1,1,1,1221.0,1193.0,1204.0,1211.0,523.1,429.7,378.0,477.6,DBEADCCCCBCEADEBDABEDCDABCBECDACBDAEDACDBA.EB,.C....EB.CD........A..D..B..CD.......B.D.C...,DBABCBEACDDDBAABEBD...C............BBE...BA..,DCDCEEBAACDCBAEB.E..ADC.....D..D..B...E......,0,DBEABDABDCACDBECDDDBCAAABBACCCADEBECCCEDAEEED,ACEEABAADCDAADEABCDABCDCABCBDADEBAECABADBCDAE,DBABBAEBAAAACDACDEDAACADBADBCCEACCCEAAECBBEBCACEED,BCCDEEABCBEDCEABBEBDABDDADDADECAADDCCBEBEABCC,4.0,0.0,0.0,0.0,0.0,0.0,0.0,E,E,B,B,3,D,A,B,D,A,A,B,B,B,A,B,A,B,B,A,B,D,A,C,B
210060440987,2023,4,F,1,1,1,1,1,1,,0,,,,,,,,3543402,Ribeirão Preto,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,C,C,B,4,E,A,C,D,B,A,B,B,B,A,B,A,A,B,A,A,B,A,A,B
210059589800,2023,7,M,1,1,1,1,0,1,,0,,,,,,,,3301009,Campos dos Goytacazes,33,RJ,1,1,1,1,1222.0,1191.0,1201.0,1212.0,551.8,546.0,563.5,492.7,CECEEDCAABBBEBBDCEDBEAEDCBDACDDDEBEEBCCBDCDBA,DEBAECCBDAEEAADEBBDBABCDDABADCADCDECACDBCBCDA,CDEBABABEEDBCBBCEDDEACAEBBAADABEACAADACBBEDAE,BCAACEDECCDAEBADBDCEEADDBABCADAADBCEDECEADAEE,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,120.0,40.0,40.0,120.0,40.0,360.0,A,A,C,B,4,B,A,C,C,B,A,B,A,B,A,A,A,A,B,A,B,B,A,A,B
210059589809,2023,14,M,1,3,1,1,17,1,,0,,,,,,,,1400100,Boa Vista,14,RR,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,B,A,B,4,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,B,B,B
210060441006,2023,3,F,1,1,1,2,0,2,1.0,0,,,,,,,,3106200,Belo Horizonte,31,MG,1,1,1,1,1224.0,1192.0,1202.0,1214.0,482.2,495.1,529.9,465.2,ACCBDEBDCDBDDBBDBBDEDCCACABBBECDCADDCEEABDCEA,DBAEDCCBCDEAEDBDAACBAEBBBBABEDCADDEADBADBABCD,BCBDBCDEEDDCDCDDADBBCACEEAAECBBEBCCDABADDDCEB,ECCADEDEDDCDABBCBEAEDCBABBCEDDCDBECEBBCDCCCDB,0,CDDDABBABDBEABDECCEEEDCEDAEBABDCCAACCCADACDBE,DBAADEADCDCABABCDDEBAEABAECABAACECDAECBDAABCD,BBBDAABAEACCEEEDEACBCACAACAACAAAECBBEDBCCADBDEDDAC,EBDADDAEBEACBEDCECCBEABCADEBCCBCCDEBDDAABBADD,1.0,120.0,120.0,120.0,120.0,100.0,580.0,E,C,D,B,4,F,A,B,C,B,A,B,A,B,B,B,A,B,C,A,A,E,A,B,B
210059260098,2023,6,M,1,3,1,1,3,1,,0,,,,,,,,2516201,Sousa,25,PB,1,1,1,1,1222.0,1191.0,1201.0,1212.0,451.6,504.9,597.9,541.5,DEBEBACEEEBBCABABDEACCEBCDEADDEDEBDBCADAABEBB,CDADBCBBDEBDAADECADBABCDBEDEDABCDACECDABECDAE,AAEBDAACAEDCCDBADACEDCAEDABCBABCABACCACBBEAAB,BCDCAEBCDEACBECCEDABDDCABAAEDCACEBADCCEBCDDEB,1,CAAADCCCCDDDABDCACDBEEEDCEDAEECCDBEABDBABBAEB,CDAEECABAACEAADECBDAABCDCABADCDEABAABCDDEBADB,BBDABAAEBADACEEDCCDBADBDEDCCEBCACEACAACAACACBBEAAE,DCECACCBDECBEEABEABDDAADDABBBCCBCCDDAEBDADEEB,1.0,160.0,120.0,160.0,120.0,160.0,720.0,B,B,C,B,5,D,A,B,C,A,B,B,B,A,A,A,A,A,B,A,A,E,A,B,B
